Company,Product_Type,Eco friendly,Country,Production_Year,Greenhouse_Gas_Emissions,Pollutants_Emitted,Water_Consumption,Energy_Consumption,Waste_Generation,Sales_Revenue
Urban Outfitters,Tencel,Most,Denmark,2022,2386,12,3664,838,289,414483
Adidas,Nylon,Least,Bangladesh,2019,3692,18,18,967,475,516492
Forever 21,Nylon,Least,Brazil,2019,5134,23,6279,1154,550,504938
Urban Outfitters,Synthetic_Blend,Least,Bangladesh,2022,4698,19,6998,1074,469,546994
Urban Outfitters,Viscose,Moderate,United States,2020,3191,15,4580,1185,419,480194
Nike,Cotton,Least,India,2019,3969,16,19,924,548,540573
Nike,Polyester,Least,Brazil,2021,3951,17,16,992,567,532776
Adidas,Microfiber,Moderate,Italy,2019,2412,16,5210,1060,400,496871
Urban Outfitters,Linen,Most,Finland,2021,1830,11,3989,905,168,463336
Urban Outfitters,Recycled_Poly,Moderate,Spain,2022,3071,13,4718,1158,309,449917
Adidas,Wool,Most,Sweden,2022,1574,9,3633,882,170,404607
Nike,Cotton,Least,India,2021,3930,17,18,1055,515,557444
Nike,Viscose,Moderate,France,2021,2987,12,4782,1024,378,499539
Urban Outfitters,Tencel,Most,Norway,2021,2158,8,3920,912,268,413872
Forever 21,Wool,Most,Denmark,2019,2418,9,4302,759,217,421715
Adidas,Microfiber,Moderate,France,2020,2381,15,4466,931,325,477746
Nike,Viscose,Moderate,Spain,2022,2803,13,4988,1077,360,442681
Zara,Polyester,Least,Brazil,2020,5167,22,6047,1179,528,491566
Adidas,Synthetic_Blend,Least,China,2018,4207,20,17,1014,475,494629
Adidas,Synthetic_Blend,Least,China,2020,3823,20,17,1072,533,546097
Zara,Tencel,Most,Denmark,2022,1868,11,4369,903,181,420798
Nike,Cotton,Least,Brazil,2018,4223,16,16,924,449,557286
Urban Outfitters,Linen,Most,Norway,2021,2474,11,4330,732,172,423927
Urban Outfitters,Viscose,Moderate,Spain,2022,2901,13,5353,1013,367,524223
Forever 21,Organic_Cotton,Most,Denmark,2020,1745,12,4444,866,255,467795
Nike,Wool,Most,Norway,2021,1817,10,4093,772,229,443482
Nike,Synthetic_Blend,Least,Bangladesh,2018,3639,16,16,1096,453,494809
Adidas,Organic_Cotton,Most,Denmark,2020,1618,10,4039,774,166,497347
Nike,Recycled_Poly,Moderate,United States,2018,2776,16,4620,976,398,538098
Zara,Synthetic_Blend,Least,Indonesia,2021,5359,19,6625,1164,579,507091
Zara,Viscose,Moderate,United States,2018,3316,16,4774,1163,399,452583
Zara,Wool,Most,Norway,2020,1542,9,4587,770,182,436690
Urban Outfitters,Organic_Cotton,Most,Sweden,2019,2212,8,3995,649,181,421620
Nike,Nylon,Least,Bangladesh,2021,3589,20,19,977,507,516628
Adidas,Nylon,Least,India,2019,3304,17,18,960,507,534429
Adidas,Nylon,Least,India,2018,4348,19,18,1020,522,554985
Adidas,Viscose,Moderate,Spain,2021,2325,14,4379,1078,400,472024
Adidas,Nylon,Least,India,2019,3259,18,16,1087,577,496947
Adidas,Polyester,Least,Bangladesh,2018,3732,16,16,982,544,504610
Adidas,Linen,Most,Norway,2022,1883,8,4014,755,230,454454
Zara,Linen,Most,Finland,2019,2228,9,4350,1029,259,417070
Adidas,Tencel,Most,Denmark,2022,1913,8,3916,818,174,467289
Adidas,Organic_Cotton,Most,Sweden,2019,1788,9,4002,677,131,484098
Urban Outfitters,Tencel,Most,Switzerland,2020,1922,9,4133,989,158,441355
Forever 21,Polyester,Least,Brazil,2020,5148,19,6338,1123,537,531311
Nike,Polyester,Least,Brazil,2022,4222,17,20,1097,463,514778
Zara,Wool,Most,Sweden,2018,1634,12,3938,1017,316,464982
Zara,Viscose,Moderate,Spain,2020,2873,14,5438,1209,427,450281
Urban Outfitters,Synthetic_Blend,Least,China,2021,4938,22,6850,1142,584,543168
Nike,Microfiber,Moderate,Mexico,2021,2831,15,4372,927,296,508543
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2019,3214,15,5400,1056,322,532606
Urban Outfitters,Wool,Most,Norway,2019,2061,9,3835,689,259,451456
Adidas,Viscose,Moderate,Spain,2019,2333,16,4396,1070,300,486884
Nike,Organic_Cotton,Most,Sweden,2019,1656,8,3456,855,229,409313
Nike,Cotton,Least,China,2019,3580,16,18,1049,458,505632
Zara,Organic_Cotton,Most,Sweden,2018,1627,11,3683,803,212,421068
Adidas,Cotton,Least,China,2022,4029,17,19,1046,421,480191
Adidas,Organic_Cotton,Most,Norway,2020,1763,10,3862,875,202,406520
Nike,Organic_Cotton,Most,Denmark,2019,1444,9,3618,607,189,491336
Urban Outfitters,Cotton,Least,Indonesia,2019,4661,21,6454,1016,471,493527
Nike,Tencel,Most,Denmark,2020,1793,8,3657,861,151,422784
Forever 21,Cotton,Least,Bangladesh,2022,3683,21,6046,1168,598,486439
Nike,Tencel,Most,Switzerland,2018,1399,8,3551,785,207,443909
Urban Outfitters,Linen,Most,Denmark,2022,1592,9,3826,630,169,411240
Nike,Recycled_Poly,Moderate,France,2020,2254,13,4937,1081,314,489508
Nike,Organic_Cotton,Most,Finland,2022,1619,10,3346,895,176,446632
Nike,Viscose,Moderate,Mexico,2022,3067,13,4963,999,368,457164
Nike,Polyester,Least,Indonesia,2019,3967,19,16,1076,539,522348
Nike,Synthetic_Blend,Least,Indonesia,2019,3434,18,18,1062,527,557578
Urban Outfitters,Nylon,Least,China,2020,3706,22,6023,1056,583,555388
Adidas,Viscose,Moderate,Mexico,2021,2993,16,5009,904,274,493478
Adidas,Viscose,Moderate,France,2021,2351,15,4648,936,395,467415
Zara,Polyester,Least,Indonesia,2020,5036,23,6876,1105,565,514544
Forever 21,Polyester,Least,China,2021,3858,23,6773,1159,619,485978
Nike,Organic_Cotton,Most,Switzerland,2022,1644,9,4081,868,148,469319
Urban Outfitters,Nylon,Least,Bangladesh,2018,3595,18,5533,1102,525,495492
Zara,Organic_Cotton,Most,Sweden,2020,2112,10,3808,908,316,419994
Urban Outfitters,Microfiber,Moderate,France,2022,3028,15,5429,1162,420,515367
Forever 21,Nylon,Least,India,2019,5283,21,5823,1103,623,550765
Adidas,Polyester,Least,Brazil,2022,3471,19,19,990,493,557746
Zara,Polyester,Least,Brazil,2019,4217,20,6226,1145,483,493276
Nike,Microfiber,Moderate,Spain,2021,3106,13,4644,947,306,528987
Urban Outfitters,Tencel,Most,Norway,2018,1754,9,4257,870,242,470987
Forever 21,Linen,Most,Norway,2018,2326,12,4381,723,308,442194
Urban Outfitters,Cotton,Least,Brazil,2019,3540,22,5618,1138,524,503554
Urban Outfitters,Recycled_Poly,Moderate,United States,2019,2631,14,5193,1071,368,472123
Zara,Wool,Most,Denmark,2020,2146,9,4585,851,234,444963
Forever 21,Microfiber,Moderate,Spain,2019,3138,16,5017,1236,414,494091
Adidas,Viscose,Moderate,Mexico,2020,2214,12,5155,933,413,464604
Adidas,Viscose,Moderate,Mexico,2020,2950,13,5027,934,260,451571
Adidas,Organic_Cotton,Most,Finland,2019,1999,8,3686,629,185,422615
Forever 21,Recycled_Poly,Moderate,United States,2021,3302,16,5559,1179,406,493097
Forever 21,Nylon,Least,India,2018,5197,19,6080,1223,591,495281
Nike,Linen,Most,Denmark,2021,1790,9,3571,758,189,422034
Adidas,Microfiber,Moderate,United States,2020,2363,13,5191,985,420,477667
Zara,Nylon,Least,Bangladesh,2020,4078,23,6869,1172,500,559528
Zara,Linen,Most,Denmark,2019,1720,9,4003,765,224,473690
Forever 21,Tencel,Most,Norway,2020,2445,12,4309,729,225,437671
Adidas,Cotton,Least,Bangladesh,2018,3496,16,20,980,567,508036
Urban Outfitters,Microfiber,Moderate,Spain,2019,3413,17,4969,1009,346,518630
Nike,Linen,Most,Sweden,2019,1713,10,3473,838,199,475232
Urban Outfitters,Polyester,Least,Brazil,2018,4143,19,5678,1153,588,534892
Nike,Organic_Cotton,Most,Switzerland,2018,1683,9,3322,886,136,457040
Nike,Wool,Most,Sweden,2020,1744,9,3834,889,154,420096
Adidas,Viscose,Moderate,Spain,2021,2356,14,4432,986,392,518545
Urban Outfitters,Wool,Most,Denmark,2022,2417,12,3825,708,226,435834
Nike,Recycled_Poly,Moderate,Spain,2020,2941,14,5029,953,411,443057
Adidas,Polyester,Least,Brazil,2020,3303,18,17,912,480,511460
Adidas,Viscose,Moderate,France,2019,2864,16,4853,931,284,447511
Forever 21,Polyester,Least,China,2022,4260,19,7006,1233,518,488930
Adidas,Wool,Most,Norway,2020,1937,10,3327,838,140,458836
Urban Outfitters,Tencel,Most,Switzerland,2021,1575,8,4297,956,252,446449
Adidas,Wool,Most,Denmark,2021,1892,9,3609,671,229,461307
Urban Outfitters,Recycled_Poly,Moderate,United States,2018,2835,17,5318,1017,421,474736
Forever 21,Wool,Most,Denmark,2018,1904,12,4672,771,215,495624
Adidas,Recycled_Poly,Moderate,United States,2018,2367,16,5043,957,402,501308
Urban Outfitters,Polyester,Least,Indonesia,2022,4276,19,6515,1063,534,483745
Urban Outfitters,Viscose,Moderate,United States,2022,3113,15,4561,1077,407,464782
Nike,Organic_Cotton,Most,Denmark,2018,1553,10,3404,880,190,432418
Zara,Microfiber,Moderate,Spain,2022,2942,16,5096,1210,387,470820
Zara,Linen,Most,Switzerland,2020,1986,11,3768,711,238,468232
Zara,Linen,Most,Sweden,2021,2037,10,4448,750,234,444565
Nike,Tencel,Most,Finland,2021,1455,8,3381,789,152,446481
Forever 21,Wool,Most,Switzerland,2018,2005,10,3663,1006,314,475238
Nike,Viscose,Moderate,France,2021,2342,12,4582,935,282,453464
Urban Outfitters,Recycled_Poly,Moderate,Italy,2021,3363,17,5270,1143,417,497442
Urban Outfitters,Nylon,Least,Bangladesh,2019,3798,19,6226,1174,545,523985
Urban Outfitters,Wool,Most,Finland,2019,2235,9,3509,970,183,479345
Forever 21,Linen,Most,Finland,2019,2487,9,3869,820,193,417246
Forever 21,Viscose,Moderate,Italy,2018,3506,14,5643,1233,450,489339
Forever 21,Organic_Cotton,Most,Switzerland,2022,2085,12,4369,719,306,479680
Forever 21,Microfiber,Moderate,France,2018,3274,14,5685,1082,401,444532
Urban Outfitters,Tencel,Most,Sweden,2019,2148,9,3715,700,270,419914
Adidas,Wool,Most,Norway,2019,1436,10,4017,619,165,433626
Adidas,Viscose,Moderate,Spain,2021,3058,16,4601,981,340,512990
Adidas,Microfiber,Moderate,Spain,2018,2475,16,4448,967,415,449378
Nike,Viscose,Moderate,Spain,2022,2324,16,4402,1004,412,485006
Urban Outfitters,Cotton,Least,China,2019,4630,18,6252,1190,532,528212
Urban Outfitters,Tencel,Most,Sweden,2022,1742,9,3803,961,278,429042
Zara,Linen,Most,Norway,2022,2133,11,4332,923,226,489567
Nike,Cotton,Least,India,2020,4372,16,19,951,522,536950
Urban Outfitters,Polyester,Least,Brazil,2019,3916,20,6846,1010,531,501450
Urban Outfitters,Viscose,Moderate,United States,2022,3468,15,5211,1031,382,457975
Urban Outfitters,Nylon,Least,China,2021,3697,21,6664,1166,555,524139
Zara,Organic_Cotton,Most,Denmark,2020,1779,12,4054,854,313,468464
Forever 21,Viscose,Moderate,Mexico,2020,3205,16,5044,1059,359,443080
Forever 21,Wool,Most,Denmark,2022,1849,12,4551,1027,268,403677
Nike,Tencel,Most,Norway,2022,1570,8,3550,731,141,462274
Forever 21,Tencel,Most,Denmark,2019,1662,11,4486,879,203,402866
Nike,Synthetic_Blend,Least,China,2019,3917,19,19,1017,565,508259
Forever 21,Microfiber,Moderate,Spain,2019,2878,17,5007,1051,440,441216
Forever 21,Tencel,Most,Sweden,2020,1807,12,3866,886,282,450443
Nike,Wool,Most,Sweden,2019,1934,9,3565,744,182,489969
Adidas,Microfiber,Moderate,United States,2021,2583,12,5245,1025,370,485470
Forever 21,Nylon,Least,Brazil,2020,5370,20,5931,1172,522,509333
Zara,Cotton,Least,China,2020,5191,22,6246,1156,531,498422
Forever 21,Viscose,Moderate,Mexico,2021,2795,16,4981,1091,424,498411
Forever 21,Nylon,Least,India,2021,4889,22,6099,1188,573,515765
Zara,Organic_Cotton,Most,Sweden,2018,2204,11,4523,777,306,491810
Nike,Recycled_Poly,Moderate,France,2018,2539,14,4552,910,299,498749
Zara,Nylon,Least,Bangladesh,2020,4211,19,6942,1286,592,514081
Forever 21,Viscose,Moderate,Spain,2022,2960,15,5520,1151,466,519216
Forever 21,Viscose,Moderate,Mexico,2020,2987,17,4944,1065,427,451253
Forever 21,Polyester,Least,India,2019,4988,20,6450,1190,629,486947
Adidas,Microfiber,Moderate,France,2019,2307,14,4422,1037,279,471651
Nike,Nylon,Least,Brazil,2018,4303,17,19,1008,422,497564
Urban Outfitters,Cotton,Least,Bangladesh,2019,3843,22,6488,1191,489,498764
Adidas,Microfiber,Moderate,Mexico,2022,2285,13,4319,1060,408,518427
Urban Outfitters,Microfiber,Moderate,Spain,2022,3417,14,5021,1049,328,481861
Urban Outfitters,Linen,Most,Finland,2022,1689,10,3844,744,247,434676
Urban Outfitters,Recycled_Poly,Moderate,France,2021,3283,14,5164,1049,359,532710
Adidas,Synthetic_Blend,Least,Bangladesh,2019,3487,16,17,1044,488,540501
Adidas,Wool,Most,Sweden,2018,1938,10,3565,615,164,475592
Urban Outfitters,Polyester,Least,India,2021,4629,21,6094,1171,472,497338
Nike,Organic_Cotton,Most,Norway,2019,1340,10,3391,664,204,440783
Adidas,Cotton,Least,Bangladesh,2022,4306,20,18,996,404,550630
Zara,Recycled_Poly,Moderate,France,2018,2867,17,5525,1108,461,453943
Adidas,Synthetic_Blend,Least,China,2019,3381,20,18,1095,416,491772
Nike,Recycled_Poly,Moderate,Mexico,2022,2980,13,5256,1096,409,476339
Forever 21,Wool,Most,Switzerland,2019,2131,10,4085,959,310,458079
Zara,Cotton,Least,Bangladesh,2022,3640,21,6991,1286,529,491207
Forever 21,Nylon,Least,Indonesia,2021,3613,22,6761,1286,556,551170
Zara,Organic_Cotton,Most,Norway,2019,2225,12,3868,1025,254,425053
Zara,Microfiber,Moderate,Spain,2019,3117,16,4740,1133,455,450978
Forever 21,Organic_Cotton,Most,Norway,2022,1842,10,3994,794,309,441075
Adidas,Recycled_Poly,Moderate,Mexico,2022,2923,13,4472,1065,261,498271
Urban Outfitters,Tencel,Most,Sweden,2021,2026,11,4025,980,281,468473
Forever 21,Organic_Cotton,Most,Switzerland,2022,1535,10,4419,831,288,498063
Urban Outfitters,Recycled_Poly,Moderate,Spain,2018,3193,17,5179,1102,321,490762
Forever 21,Microfiber,Moderate,Italy,2021,3590,14,5205,1094,338,496528
Adidas,Polyester,Least,Bangladesh,2019,4484,18,17,1074,494,539972
Nike,Microfiber,Moderate,Spain,2019,3012,16,4401,1072,403,512606
Urban Outfitters,Microfiber,Moderate,United States,2021,3385,16,5101,1174,413,483659
Urban Outfitters,Polyester,Least,Indonesia,2019,3968,23,5823,1048,579,486325
Urban Outfitters,Microfiber,Moderate,United States,2021,3079,14,5235,1030,317,446279
Zara,Linen,Most,Norway,2018,1932,10,4018,831,279,435684
Zara,Nylon,Least,Indonesia,2019,3935,23,5901,1235,511,512979
Forever 21,Organic_Cotton,Most,Norway,2018,2141,11,3639,940,232,469602
Forever 21,Organic_Cotton,Most,Norway,2020,2418,12,4183,715,249,421472
Urban Outfitters,Linen,Most,Finland,2021,1602,9,4264,661,212,406438
Urban Outfitters,Wool,Most,Finland,2020,2153,9,4012,811,233,442895
Urban Outfitters,Synthetic_Blend,Least,Bangladesh,2021,4516,23,6477,1177,500,503890
Adidas,Microfiber,Moderate,Spain,2022,2753,16,4946,934,382,484344
Forever 21,Synthetic_Blend,Least,China,2019,5156,23,6626,1167,556,536072
Zara,Cotton,Least,Brazil,2021,4580,20,6182,1158,627,557545
Nike,Viscose,Moderate,United States,2020,2525,12,5139,1093,272,491439
Nike,Tencel,Most,Denmark,2019,1764,9,3936,800,173,453496
Nike,Organic_Cotton,Most,Norway,2022,1590,10,3787,658,186,456635
Forever 21,Synthetic_Blend,Least,China,2020,4271,20,6694,1276,596,532047
Adidas,Linen,Most,Norway,2019,1370,10,3601,630,149,400535
Urban Outfitters,Viscose,Moderate,France,2020,2975,15,5407,1037,418,537921
Zara,Organic_Cotton,Most,Finland,2018,2280,9,4327,1046,277,444109
Urban Outfitters,Polyester,Least,Brazil,2020,4050,20,5597,1045,472,515681
Urban Outfitters,Viscose,Moderate,United States,2019,2878,17,4837,1013,345,485705
Forever 21,Recycled_Poly,Moderate,Spain,2020,2927,16,5493,1070,348,451334
Zara,Nylon,Least,China,2018,5296,20,6946,1166,560,533409
Adidas,Polyester,Least,China,2018,3320,16,20,1039,500,496278
Nike,Wool,Most,Denmark,2022,1873,9,4041,755,224,440104
Zara,Viscose,Moderate,France,2018,3328,16,5454,1206,351,470710
Urban Outfitters,Nylon,Least,India,2020,3625,22,6285,1135,537,499397
Zara,Linen,Most,Norway,2022,2197,11,3648,757,319,406527
Zara,Linen,Most,Denmark,2022,2254,12,4459,874,313,481174
Adidas,Linen,Most,Finland,2021,1452,8,3842,770,162,442670
Urban Outfitters,Cotton,Least,India,2020,4507,18,5575,1171,531,549020
Zara,Nylon,Least,Indonesia,2018,4825,21,6000,1223,596,488591
Zara,Synthetic_Blend,Least,Brazil,2020,4723,21,5700,1264,498,556914
Zara,Wool,Most,Switzerland,2022,1585,11,3852,848,218,463988
Nike,Recycled_Poly,Moderate,Italy,2021,2636,16,4383,1084,407,461157
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2021,2510,17,4900,1018,334,496001
Adidas,Organic_Cotton,Most,Sweden,2021,1602,10,3994,697,143,488125
Zara,Linen,Most,Denmark,2020,2017,9,4261,744,295,422182
Forever 21,Linen,Most,Denmark,2020,1820,11,4518,917,245,434921
Nike,Organic_Cotton,Most,Switzerland,2022,1574,10,4062,772,230,473717
Adidas,Cotton,Least,Brazil,2019,4224,17,16,1088,476,498633
Forever 21,Viscose,Moderate,Italy,2022,3531,16,5299,1209,403,527430
Forever 21,Tencel,Most,Finland,2020,2286,10,4642,903,232,452220
Forever 21,Wool,Most,Sweden,2018,2031,10,4579,897,221,406633
Adidas,Organic_Cotton,Most,Norway,2022,1751,9,3842,806,190,468197
Adidas,Wool,Most,Finland,2022,1327,9,3359,642,196,495004
Zara,Cotton,Least,India,2021,4381,23,6687,1233,490,510700
Nike,Tencel,Most,Switzerland,2022,1760,9,3927,788,135,480820
Nike,Viscose,Moderate,Mexico,2018,2496,14,4585,1090,315,508489
Zara,Cotton,Least,Indonesia,2021,3791,20,6951,1138,571,556529
Urban Outfitters,Nylon,Least,Indonesia,2020,4731,20,6455,1018,509,541889
Adidas,Wool,Most,Norway,2020,1923,9,3889,668,148,457325
Nike,Nylon,Least,Brazil,2020,4157,17,20,1052,545,485969
Adidas,Nylon,Least,Bangladesh,2020,4106,17,17,960,460,541545
Forever 21,Tencel,Most,Norway,2021,2459,12,3991,770,288,479846
Zara,Organic_Cotton,Most,Sweden,2018,2253,12,4535,817,238,407868
Zara,Viscose,Moderate,Spain,2018,3420,14,5582,1087,379,510042
Forever 21,Cotton,Least,China,2021,4471,19,6536,1138,610,510666
Zara,Tencel,Most,Finland,2021,2403,9,4663,743,211,482911
Forever 21,Nylon,Least,India,2019,3914,22,5765,1209,573,545585
Adidas,Polyester,Least,Brazil,2018,4279,16,16,1043,436,556148
Nike,Wool,Most,Finland,2020,1302,9,3608,615,162,469902
Adidas,Nylon,Least,Bangladesh,2022,4372,20,16,1022,565,549840
Nike,Nylon,Least,Indonesia,2022,3534,17,17,988,502,485986
Nike,Polyester,Least,Bangladesh,2018,3512,17,16,1092,560,495651
Urban Outfitters,Recycled_Poly,Moderate,Mexico,2020,2776,17,4858,1193,356,508708
Urban Outfitters,Synthetic_Blend,Least,Indonesia,2020,3902,23,5804,1016,517,520115
Zara,Recycled_Poly,Moderate,Mexico,2022,3273,15,5596,1200,416,495291
Nike,Nylon,Least,China,2019,3365,17,17,1031,481,558791
Forever 21,Tencel,Most,Switzerland,2018,2423,9,4638,1043,254,480901
Nike,Microfiber,Moderate,France,2018,2326,14,5255,940,362,535388
Zara,Viscose,Moderate,Spain,2018,2702,14,5256,1221,436,449204
Forever 21,Nylon,Least,China,2020,3689,20,5932,1160,581,555577
Forever 21,Nylon,Least,India,2018,4067,20,6171,1208,513,544703
Forever 21,Cotton,Least,India,2021,4575,19,6812,1273,570,486701
Urban Outfitters,Tencel,Most,Sweden,2019,2373,9,3771,850,226,464424
Adidas,Tencel,Most,Sweden,2020,1597,10,3940,662,134,454776
Nike,Synthetic_Blend,Least,China,2019,3887,18,18,938,443,557165
Zara,Nylon,Least,Brazil,2021,4632,19,6931,1231,550,516397
Forever 21,Nylon,Least,Brazil,2019,3996,19,5798,1245,626,500827
Zara,Wool,Most,Switzerland,2021,1596,9,4285,725,184,467691
Adidas,Nylon,Least,China,2018,4397,19,16,944,566,503338
Adidas,Wool,Most,Norway,2018,1358,9,3843,751,156,417965
Nike,Linen,Most,Norway,2019,1593,10,3443,900,138,403952
Adidas,Linen,Most,Sweden,2021,1402,10,3682,885,131,415131
Urban Outfitters,Recycled_Poly,Moderate,Spain,2018,3455,16,5234,1125,324,528718
Zara,Synthetic_Blend,Least,Brazil,2019,4390,20,6166,1166,515,507407
Urban Outfitters,Tencel,Most,Denmark,2018,1563,10,4319,716,186,407277
Adidas,Synthetic_Blend,Least,China,2021,3501,19,19,947,575,534109
Adidas,Polyester,Least,Brazil,2019,3879,17,19,999,539,535440
Adidas,Nylon,Least,Indonesia,2020,4482,18,18,1094,509,539867
Forever 21,Synthetic_Blend,Least,India,2021,4729,19,7010,1219,602,557253
Nike,Cotton,Least,Indonesia,2022,3223,16,17,1035,538,530353
Nike,Tencel,Most,Norway,2021,1326,8,3715,750,204,498754
Nike,Microfiber,Moderate,France,2020,2485,15,5022,936,331,475557
Forever 21,Viscose,Moderate,Spain,2020,2967,17,5518,1095,376,449314
Nike,Polyester,Least,China,2020,3270,18,17,1006,452,494440
Urban Outfitters,Cotton,Least,India,2021,4578,23,5970,1127,450,485527
Urban Outfitters,Polyester,Least,Indonesia,2019,3574,19,5708,1102,520,524825
Forever 21,Linen,Most,Denmark,2019,1729,10,4394,832,246,421279
Nike,Polyester,Least,Indonesia,2022,4397,19,18,1094,417,547193
Adidas,Nylon,Least,China,2020,3733,19,20,1037,537,481546
Adidas,Polyester,Least,Bangladesh,2021,3670,19,18,931,412,492486
Urban Outfitters,Cotton,Least,Brazil,2021,4943,23,6224,1053,490,544541
Forever 21,Synthetic_Blend,Least,India,2018,4364,22,5819,1267,623,500092
Forever 21,Recycled_Poly,Moderate,United States,2018,2970,15,4973,1139,327,514297
Adidas,Cotton,Least,India,2018,4414,16,18,970,412,548733
Nike,Linen,Most,Switzerland,2018,1452,8,3725,877,190,479342
Adidas,Organic_Cotton,Most,Finland,2020,1340,9,3327,624,162,488703
Urban Outfitters,Polyester,Least,China,2019,3608,23,6808,1177,479,480610
Zara,Nylon,Least,India,2019,4730,23,5796,1130,478,541257
Adidas,Recycled_Poly,Moderate,France,2020,2473,13,4410,998,366,499149
Forever 21,Cotton,Least,China,2021,4962,20,5896,1228,497,491617
Nike,Viscose,Moderate,Italy,2019,2701,13,4424,1025,306,530540
Urban Outfitters,Nylon,Least,Bangladesh,2022,4738,22,6497,1075,467,524785
Zara,Tencel,Most,Norway,2021,2401,10,4449,944,239,454406
Adidas,Recycled_Poly,Moderate,France,2019,2643,16,4529,1090,352,508729
Adidas,Tencel,Most,Norway,2022,1508,10,3359,832,227,471787
Nike,Organic_Cotton,Most,Norway,2022,1504,8,3653,653,195,411581
Adidas,Cotton,Least,China,2018,3327,16,18,978,505,520830
Forever 21,Nylon,Least,India,2020,5290,22,6970,1250,477,540252
Zara,Polyester,Least,Bangladesh,2018,3709,20,5998,1259,601,504501
Forever 21,Nylon,Least,India,2018,4348,21,5886,1203,616,482843
Nike,Polyester,Least,Brazil,2022,4244,19,17,916,457,556790
Zara,Tencel,Most,Norway,2020,1582,10,4315,868,216,473208
Forever 21,Wool,Most,Norway,2022,2436,11,3916,708,295,427900
